TripID,TimeStep,TimeStamp,Speed,Acceleration,Heading,HeadingChange,Latitude,Longitude,Annotation,SegmentType
T-4,1811,Thu Aug 16 15:38:37 EDT 2012,75,0.0,306.0,6,40.217442,-83.312922,NULL,NULL
T-4,1812,Thu Aug 16 15:38:38 EDT 2012,75,0.0,306.0,0,40.217622,-83.313243,NULL,NULL
T-4,1813,Thu Aug 16 15:38:39 EDT 2012,75,0.0,306.0,0,40.217802,-83.313562,NULL,NULL
T-4,1814,Thu Aug 16 15:38:40 EDT 2012,75,0.28,306.0,0,40.217983,-83.313882,Segment,Jiggling
T-5,371,Thu Jul 12 15:13:32 EDT 2012,0,0.0,246.0,0,39.967263,-83.026538,NULL,NULL
T-5,372,Thu Jul 12 15:13:33 EDT 2012,0,0.0,240.0,6,39.967258,-83.026548,NULL,NULL
T-5,373,Thu Jul 12 15:13:34 EDT 2012,0,0.0,234.0,6,39.967253,-83.026548,NULL,NULL
T-5,374,Thu Jul 12 15:13:35 EDT 2012,0,0.0,228.0,6,39.967255,-83.026533,NULL,NULL
T-5,375,Thu Jul 12 15:13:36 EDT 2012,1,0.56,240.0,12,39.967257,-83.026535,Segment,Traffic-Light
T-5,376,Thu Jul 12 15:13:37 EDT 2012,5,1.67,258.0,18,39.967253,-83.026553,NULL,NULL
T-5,377,Thu Jul 12 15:13:38 EDT 2012,9,1.67,264.0,6,39.967245,-83.02659,NULL,NULL
T-5,378,Thu Jul 12 15:13:39 EDT 2012,12,1.67,264.0,0,39.967233,-83.026645,NULL,NULL
T-5,379,Thu Jul 12 15:13:40 EDT 2012,15,1.11,264.0,0,39.967218,-83.02671,NULL,NULL
T-5,380,Thu Jul 12 15:13:41 EDT 2012,17,1.11,246.0,18,39.967185,-83.026782,NULL,NULL
T-5,381,Thu Jul 12 15:13:42 EDT 2012,20,1.11,234.0,12,39.967153,-83.026835,NULL,NULL
T-5,382,Thu Jul 12 15:13:43 EDT 2012,22,1.11,222.0,12,39.967115,-83.026878,NULL,NULL
T-5,383,Thu Jul 12 15:13:44 EDT 2012,25,1.11,204.0,18,39.967057,-83.026905,NULL,NULL
T-5,384,Thu Jul 12 15:13:45 EDT 2012,27,1.11,186.0,18,39.966925,-83.026925,NULL,NULL
T-5,385,Thu Jul 12 15:13:46 EDT 2012,29,0.56,186.0,0,39.966797,-83.026975,Segment,Left-Turn;Speed-Up
T-5,386,Thu Jul 12 15:13:47 EDT 2012,31,1.11,174.0,12,39.966677,-83.026932,NULL,NULL
T-5,387,Thu Jul 12 15:13:48 EDT 2012,34,1.11,174.0,0,39.966547,-83.026915,NULL,NULL
T-5,388,Thu Jul 12 15:13:49 EDT 2012,36,1.11,174.0,0,39.966417,-83.026903,NULL,NULL
T-5,389,Thu Jul 12 15:13:50 EDT 2012,37,0.56,180.0,6,39.966275,-83.026927,NULL,NULL
T-5,390,Thu Jul 12 15:13:51 EDT 2012,40,1.11,186.0,6,39.966132,-83.026967,NULL,NULL
T-5,391,Thu Jul 12 15:13:52 EDT 2012,41,0.56,192.0,6,39.965982,-83.027023,NULL,NULL
T-5,392,Thu Jul 12 15:13:53 EDT 2012,43,1.11,192.0,0,39.96583,-83.027095,NULL,NULL
T-5,393,Thu Jul 12 15:13:54 EDT 2012,45,0.56,198.0,6,39.965682,-83.027192,NULL,NULL
T-5,394,Thu Jul 12 15:13:55 EDT 2012,47,1.11,210.0,12,39.965547,-83.027345,NULL,NULL
T-5,395,Thu Jul 12 15:13:56 EDT 2012,48,0.56,210.0,0,39.965402,-83.027488,NULL,NULL
T-5,396,Thu Jul 12 15:13:57 EDT 2012,51,1.11,222.0,12,39.965295,-83.027643,NULL,NULL
T-5,397,Thu Jul 12 15:13:58 EDT 2012,52,0.56,228.0,6,39.965168,-83.027847,NULL,NULL
T-5,398,Thu Jul 12 15:13:59 EDT 2012,53,0.56,234.0,6,39.965015,-83.028133,NULL,NULL
T-5,399,Thu Jul 12 15:14:00 EDT 2012,55,0.56,240.0,6,39.96491,-83.028363,NULL,NULL
T-5,400,Thu Jul 12 15:14:01 EDT 2012,56,0.56,240.0,0,39.964782,-83.028672,NULL,NULL
T-5,401,Thu Jul 12 15:14:02 EDT 2012,57,0.56,246.0,6,39.964685,-83.028977,NULL,NULL
T-5,402,Thu Jul 12 15:14:03 EDT 2012,58,0.56,252.0,6,39.964613,-83.029268,NULL,NULL
T-5,403,Thu Jul 12 15:14:04 EDT 2012,58,0.0,252.0,0,39.964552,-83.029568,NULL,NULL
T-5,404,Thu Jul 12 15:14:05 EDT 2012,60,0.56,252.0,0,39.964497,-83.029873,NULL,NULL
T-5,405,Thu Jul 12 15:14:06 EDT 2012,61,0.56,258.0,6,39.964453,-83.030183,NULL,NULL
T-5,406,Thu Jul 12 15:14:07 EDT 2012,62,0.56,258.0,0,39.96442,-83.030513,NULL,NULL
T-5,407,Thu Jul 12 15:14:08 EDT 2012,62,0.0,264.0,6,39.964437,-83.03086,NULL,NULL
T-5,408,Thu Jul 12 15:14:09 EDT 2012,62,0.0,270.0,6,39.964462,-83.031182,Maybe-Segment,Speed-Up
T-5,409,Thu Jul 12 15:14:10 EDT 2012,61,-0.56,270.0,0,39.964488,-83.031505,NULL,NULL
T-5,410,Thu Jul 12 15:14:11 EDT 2012,61,0.0,270.0,0,39.964518,-83.031835,NULL,NULL
T-5,411,Thu Jul 12 15:14:12 EDT 2012,61,0.0,276.0,6,39.96456,-83.03216,NULL,NULL
T-5,412,Thu Jul 12 15:14:13 EDT 2012,62,0.56,276.0,0,39.964615,-83.032483,NULL,NULL
T-5,413,Thu Jul 12 15:14:14 EDT 2012,63,0.56,282.0,6,39.964687,-83.032802,NULL,NULL
T-5,414,Thu Jul 12 15:14:15 EDT 2012,66,1.11,288.0,6,39.964765,-83.03313,NULL,NULL
T-5,415,Thu Jul 12 15:14:16 EDT 2012,66,0.0,288.0,0,39.964862,-83.033455,NULL,NULL
T-5,416,Thu Jul 12 15:14:17 EDT 2012,67,0.56,288.0,0,39.964967,-83.033777,Segment,Turn;Speed-Up
T-5,417,Thu Jul 12 15:14:18 EDT 2012,66,-0.56,288.0,0,39.965073,-83.034103,NULL,NULL
T-5,418,Thu Jul 12 15:14:19 EDT 2012,66,0.0,288.0,0,39.965177,-83.034428,NULL,NULL
T-5,419,Thu Jul 12 15:14:20 EDT 2012,66,0.0,288.0,0,39.965282,-83.03475,NULL,NULL
T-5,420,Thu Jul 12 15:14:21 EDT 2012,65,-0.56,288.0,0,39.965385,-83.03507,NULL,NULL
T-5,421,Thu Jul 12 15:14:22 EDT 2012,65,0.0,288.0,0,39.965492,-83.035388,NULL,NULL
T-5,422,Thu Jul 12 15:14:23 EDT 2012,65,0.0,288.0,0,39.965595,-83.035705,NULL,NULL
T-5,423,Thu Jul 12 15:14:24 EDT 2012,65,0.0,288.0,0,39.965703,-83.03602,NULL,NULL
T-5,424,Thu Jul 12 15:14:25 EDT 2012,65,0.0,288.0,0,39.965808,-83.036335,NULL,NULL
T-5,425,Thu Jul 12 15:14:26 EDT 2012,65,0.0,288.0,0,39.965915,-83.036648,NULL,NULL
T-5,426,Thu Jul 12 15:14:27 EDT 2012,65,0.0,288.0,0,39.966022,-83.03696,NULL,NULL
T-5,427,Thu Jul 12 15:14:28 EDT 2012,65,0.0,288.0,0,39.966128,-83.037275,NULL,NULL
T-5,428,Thu Jul 12 15:14:29 EDT 2012,65,0.0,288.0,0,39.96623,-83.037588,NULL,NULL
T-5,429,Thu Jul 12 15:14:30 EDT 2012,65,0.0,288.0,0,39.96633,-83.037903,Segment,Other
T-5,430,Thu Jul 12 15:14:31 EDT 2012,66,0.56,288.0,0,39.966427,-83.038222,NULL,NULL
T-5,431,Thu Jul 12 15:14:32 EDT 2012,67,0.56,288.0,0,39.966522,-83.038553,NULL,NULL
T-5,432,Thu Jul 12 15:14:33 EDT 2012,67,0.0,288.0,0,39.96662,-83.03889,NULL,NULL
T-5,433,Thu Jul 12 15:14:34 EDT 2012,70,1.11,288.0,0,39.966722,-83.039225,NULL,NULL
T-5,434,Thu Jul 12 15:14:35 EDT 2012,71,0.56,288.0,0,39.96683,-83.039565,NULL,NULL
T-5,435,Thu Jul 12 15:14:36 EDT 2012,72,0.56,288.0,0,39.966943,-83.03991,Segment,Speed-Up
T-5,436,Thu Jul 12 15:14:37 EDT 2012,71,-0.56,288.0,0,39.967058,-83.04026,NULL,NULL
T-5,437,Thu Jul 12 15:14:38 EDT 2012,70,-0.56,288.0,0,39.967172,-83.040605,NULL,NULL
T-5,438,Thu Jul 12 15:14:39 EDT 2012,71,0.56,288.0,0,39.967287,-83.040942,NULL,NULL
T-5,439,Thu Jul 12 15:14:40 EDT 2012,71,0.0,288.0,0,39.967398,-83.041282,NULL,NULL
T-5,440,Thu Jul 12 15:14:41 EDT 2012,71,0.0,288.0,0,39.967508,-83.041627,NULL,NULL
T-5,441,Thu Jul 12 15:14:42 EDT 2012,71,0.0,288.0,0,39.967615,-83.041972,NULL,NULL
T-5,442,Thu Jul 12 15:14:43 EDT 2012,70,-0.56,288.0,0,39.967718,-83.042322,NULL,NULL
T-5,443,Thu Jul 12 15:14:44 EDT 2012,70,0.0,288.0,0,39.967815,-83.042675,NULL,NULL
T-5,444,Thu Jul 12 15:14:45 EDT 2012,70,0.0,288.0,0,39.96791,-83.043027,Segment,Other
T-5,445,Thu Jul 12 15:14:46 EDT 2012,70,0.0,288.0,0,39.968002,-83.043375,NULL,NULL
T-5,446,Thu Jul 12 15:14:47 EDT 2012,70,0.0,288.0,0,39.968095,-83.043722,NULL,NULL
T-5,447,Thu Jul 12 15:14:48 EDT 2012,71,0.56,282.0,6,39.968185,-83.044073,NULL,NULL
T-5,448,Thu Jul 12 15:14:49 EDT 2012,71,0.0,282.0,0,39.968273,-83.04443,NULL,NULL
T-5,449,Thu Jul 12 15:14:50 EDT 2012,71,0.0,282.0,0,39.968357,-83.044792,NULL,NULL
T-5,450,Thu Jul 12 15:14:51 EDT 2012,70,-0.56,282.0,0,39.968438,-83.045148,NULL,NULL
T-5,451,Thu Jul 12 15:14:52 EDT 2012,71,0.56,282.0,0,39.968515,-83.045503,NULL,NULL
T-5,452,Thu Jul 12 15:14:53 EDT 2012,70,-0.56,282.0,0,39.968585,-83.045865,NULL,NULL
T-5,453,Thu Jul 12 15:14:54 EDT 2012,70,0.0,282.0,0,39.968648,-83.04622,NULL,NULL
T-5,454,Thu Jul 12 15:14:55 EDT 2012,68,-0.56,276.0,6,39.968707,-83.046573,NULL,NULL
T-5,455,Thu Jul 12 15:14:56 EDT 2012,68,0.0,276.0,0,39.96876,-83.046928,NULL,NULL
T-5,456,Thu Jul 12 15:14:57 EDT 2012,68,0.0,276.0,0,39.968803,-83.047288,NULL,NULL
T-5,457,Thu Jul 12 15:14:58 EDT 2012,68,0.0,276.0,0,39.968847,-83.047648,NULL,NULL
T-5,458,Thu Jul 12 15:14:59 EDT 2012,70,0.56,276.0,0,39.968885,-83.048005,NULL,NULL
T-5,459,Thu Jul 12 15:15:00 EDT 2012,70,0.0,276.0,0,39.96892,-83.048367,NULL,NULL
T-5,460,Thu Jul 12 15:15:01 EDT 2012,70,0.0,270.0,6,39.96895,-83.048732,NULL,NULL
T-5,461,Thu Jul 12 15:15:02 EDT 2012,70,0.0,270.0,0,39.968975,-83.049098,NULL,NULL
T-5,462,Thu Jul 12 15:15:03 EDT 2012,70,0.0,270.0,0,39.968995,-83.049467,NULL,NULL
T-5,463,Thu Jul 12 15:15:04 EDT 2012,70,0.0,270.0,0,39.969008,-83.049833,NULL,NULL
T-5,464,Thu Jul 12 15:15:05 EDT 2012,70,0.0,270.0,0,39.969018,-83.050198,NULL,NULL
T-5,465,Thu Jul 12 15:15:06 EDT 2012,70,0.0,270.0,0,39.969022,-83.050565,NULL,NULL
T-5,466,Thu Jul 12 15:15:07 EDT 2012,70,0.0,264.0,6,39.969018,-83.050933,NULL,NULL
T-5,467,Thu Jul 12 15:15:08 EDT 2012,70,0.0,264.0,0,39.969012,-83.051303,NULL,NULL
T-5,468,Thu Jul 12 15:15:09 EDT 2012,70,0.0,264.0,0,39.968997,-83.051672,NULL,NULL
T-5,469,Thu Jul 12 15:15:10 EDT 2012,68,-0.56,264.0,0,39.968978,-83.052038,NULL,NULL
T-5,470,Thu Jul 12 15:15:11 EDT 2012,67,-0.56,264.0,0,39.968955,-83.052397,NULL,NULL
T-5,471,Thu Jul 12 15:15:12 EDT 2012,67,0.0,264.0,0,39.968925,-83.052748,NULL,NULL
T-5,472,Thu Jul 12 15:15:13 EDT 2012,67,0.0,258.0,6,39.968893,-83.053098,NULL,NULL
T-5,473,Thu Jul 12 15:15:14 EDT 2012,65,-1.11,258.0,0,39.968857,-83.053442,NULL,NULL
T-5,474,Thu Jul 12 15:15:15 EDT 2012,63,-0.56,258.0,0,39.968815,-83.053778,NULL,NULL
T-5,475,Thu Jul 12 15:15:16 EDT 2012,61,-1.11,258.0,0,39.968772,-83.054105,NULL,NULL
T-5,476,Thu Jul 12 15:15:17 EDT 2012,61,0.0,258.0,0,39.968725,-83.054423,NULL,NULL
T-5,477,Thu Jul 12 15:15:18 EDT 2012,61,0.0,258.0,0,39.968675,-83.054738,NULL,NULL
T-5,478,Thu Jul 12 15:15:19 EDT 2012,62,0.56,258.0,0,39.968622,-83.055057,NULL,NULL
T-5,479,Thu Jul 12 15:15:20 EDT 2012,62,0.0,252.0,6,39.968563,-83.055375,NULL,NULL
T-5,480,Thu Jul 12 15:15:21 EDT 2012,61,-0.56,252.0,0,39.968502,-83.055692,NULL,NULL
T-5,481,Thu Jul 12 15:15:22 EDT 2012,60,-0.56,252.0,0,39.968438,-83.056002,NULL,NULL
T-5,482,Thu Jul 12 15:15:23 EDT 2012,58,-0.56,252.0,0,39.968373,-83.056305,NULL,NULL
T-5,483,Thu Jul 12 15:15:24 EDT 2012,58,0.0,252.0,0,39.968307,-83.056595,NULL,NULL
T-5,484,Thu Jul 12 15:15:25 EDT 2012,58,0.0,252.0,0,39.968237,-83.05688,NULL,NULL
T-5,485,Thu Jul 12 15:15:26 EDT 2012,58,0.0,252.0,0,39.968165,-83.057168,Segment,Smooth-Turn;Slow-Down
T-5,486,Thu Jul 12 15:15:27 EDT 2012,58,0.0,252.0,0,39.968092,-83.057458,NULL,NULL
T-5,487,Thu Jul 12 15:15:28 EDT 2012,58,0.0,252.0,0,39.968018,-83.057748,NULL,NULL
T-5,488,Thu Jul 12 15:15:29 EDT 2012,60,0.56,246.0,6,39.96794,-83.058042,NULL,NULL
T-5,489,Thu Jul 12 15:15:30 EDT 2012,58,-0.56,252.0,6,39.96787,-83.058335,NULL,NULL
T-5,490,Thu Jul 12 15:15:31 EDT 2012,58,0.0,252.0,0,39.967803,-83.058632,NULL,NULL
T-5,491,Thu Jul 12 15:15:32 EDT 2012,57,-0.56,252.0,0,39.967742,-83.05893,NULL,NULL
T-5,492,Thu Jul 12 15:15:33 EDT 2012,57,0.0,252.0,0,39.967688,-83.059228,NULL,NULL
T-5,493,Thu Jul 12 15:15:34 EDT 2012,57,0.0,258.0,6,39.967648,-83.059528,NULL,NULL
T-5,494,Thu Jul 12 15:15:35 EDT 2012,57,0.0,258.0,0,39.967617,-83.059828,NULL,NULL
T-5,495,Thu Jul 12 15:15:36 EDT 2012,56,-0.56,258.0,0,39.967592,-83.060128,NULL,NULL
T-5,496,Thu Jul 12 15:15:37 EDT 2012,56,0.0,264.0,6,39.967577,-83.060425,NULL,NULL
T-5,497,Thu Jul 12 15:15:38 EDT 2012,55,-0.56,264.0,0,39.967572,-83.060717,NULL,NULL
T-5,498,Thu Jul 12 15:15:39 EDT 2012,53,-0.56,264.0,0,39.967578,-83.061003,NULL,NULL
T-5,499,Thu Jul 12 15:15:40 EDT 2012,53,0.0,270.0,6,39.967592,-83.061285,NULL,NULL
T-5,500,Thu Jul 12 15:15:41 EDT 2012,52,-0.56,270.0,0,39.96761,-83.06157,NULL,NULL
T-5,501,Thu Jul 12 15:15:42 EDT 2012,52,0.0,270.0,0,39.967635,-83.061848,NULL,NULL
T-5,502,Thu Jul 12 15:15:43 EDT 2012,51,-0.56,276.0,6,39.967665,-83.06212,NULL,NULL
T-5,503,Thu Jul 12 15:15:44 EDT 2012,50,-0.56,276.0,0,39.967702,-83.062387,NULL,NULL
T-5,504,Thu Jul 12 15:15:45 EDT 2012,50,0.0,276.0,0,39.967745,-83.062647,NULL,NULL
T-5,505,Thu Jul 12 15:15:46 EDT 2012,48,-0.56,276.0,0,39.967793,-83.062902,NULL,NULL
T-5,506,Thu Jul 12 15:15:47 EDT 2012,48,0.0,282.0,6,39.967847,-83.06315,Maybe-Segment,Slow-Down
T-5,507,Thu Jul 12 15:15:48 EDT 2012,48,0.0,282.0,0,39.967903,-83.063397,NULL,NULL
T-5,508,Thu Jul 12 15:15:49 EDT 2012,51,1.11,282.0,0,39.967965,-83.063643,NULL,NULL
T-5,509,Thu Jul 12 15:15:50 EDT 2012,51,0.0,282.0,0,39.968032,-83.063897,NULL,NULL
T-5,510,Thu Jul 12 15:15:51 EDT 2012,51,0.0,288.0,6,39.968102,-83.064152,NULL,NULL
T-5,511,Thu Jul 12 15:15:52 EDT 2012,52,0.56,288.0,0,39.968178,-83.0644,NULL,NULL
T-5,512,Thu Jul 12 15:15:53 EDT 2012,52,0.0,288.0,0,39.968255,-83.064655,NULL,NULL
T-5,513,Thu Jul 12 15:15:54 EDT 2012,53,0.56,288.0,0,39.968332,-83.064913,NULL,NULL
T-5,514,Thu Jul 12 15:15:55 EDT 2012,53,0.0,288.0,0,39.968408,-83.065175,Segment,Smooth-Turn
T-5,515,Thu Jul 12 15:15:56 EDT 2012,53,0.0,288.0,0,39.968487,-83.065437,NULL,NULL
T-5,516,Thu Jul 12 15:15:57 EDT 2012,53,0.0,288.0,0,39.968568,-83.065698,NULL,NULL
T-5,517,Thu Jul 12 15:15:58 EDT 2012,55,0.56,288.0,0,39.96865,-83.065963,NULL,NULL
T-5,518,Thu Jul 12 15:15:59 EDT 2012,56,0.56,288.0,0,39.968735,-83.066232,NULL,NULL
T-5,519,Thu Jul 12 15:16:00 EDT 2012,56,0.0,288.0,0,39.968825,-83.066503,NULL,NULL
T-5,520,Thu Jul 12 15:16:01 EDT 2012,56,0.0,288.0,0,39.968913,-83.066775,NULL,NULL
T-5,521,Thu Jul 12 15:16:02 EDT 2012,55,-0.56,288.0,0,39.969002,-83.067043,NULL,NULL
T-5,522,Thu Jul 12 15:16:03 EDT 2012,53,-0.56,288.0,0,39.96909,-83.067308,NULL,NULL
T-5,523,Thu Jul 12 15:16:04 EDT 2012,53,0.0,288.0,0,39.969175,-83.067572,NULL,NULL
T-5,524,Thu Jul 12 15:16:05 EDT 2012,52,-0.56,288.0,0,39.96926,-83.067833,NULL,NULL
T-5,525,Thu Jul 12 15:16:06 EDT 2012,52,0.0,288.0,0,39.969343,-83.068087,NULL,NULL
T-5,526,Thu Jul 12 15:16:07 EDT 2012,53,0.56,288.0,0,39.96943,-83.06834,NULL,NULL
T-5,527,Thu Jul 12 15:16:08 EDT 2012,53,0.0,288.0,0,39.969518,-83.068595,NULL,NULL
T-5,528,Thu Jul 12 15:16:09 EDT 2012,53,0.0,288.0,0,39.969607,-83.068852,NULL,NULL
T-5,529,Thu Jul 12 15:16:10 EDT 2012,55,0.56,288.0,0,39.969697,-83.06911,NULL,NULL
T-5,530,Thu Jul 12 15:16:11 EDT 2012,55,0.0,288.0,0,39.969788,-83.069372,Segment,Other
T-5,531,Thu Jul 12 15:16:12 EDT 2012,56,0.56,288.0,0,39.96988,-83.069637,NULL,NULL
T-5,532,Thu Jul 12 15:16:13 EDT 2012,56,0.0,288.0,0,39.969973,-83.069902,NULL,NULL
T-5,533,Thu Jul 12 15:16:14 EDT 2012,57,0.56,294.0,6,39.97007,-83.070168,NULL,NULL
T-5,534,Thu Jul 12 15:16:15 EDT 2012,57,0.0,294.0,0,39.970167,-83.07044,NULL,NULL
T-5,535,Thu Jul 12 15:16:16 EDT 2012,58,0.56,294.0,0,39.970263,-83.070715,NULL,NULL
T-5,536,Thu Jul 12 15:16:17 EDT 2012,60,0.56,294.0,0,39.970363,-83.070995,NULL,NULL
T-5,537,Thu Jul 12 15:16:18 EDT 2012,60,0.0,294.0,0,39.970463,-83.07128,NULL,NULL
T-5,538,Thu Jul 12 15:16:19 EDT 2012,61,0.56,294.0,0,39.970563,-83.071568,NULL,NULL
T-5,539,Thu Jul 12 15:16:20 EDT 2012,61,0.0,294.0,0,39.970663,-83.071858,NULL,NULL
T-5,540,Thu Jul 12 15:16:21 EDT 2012,61,0.0,294.0,0,39.970765,-83.07215,NULL,NULL
T-5,541,Thu Jul 12 15:16:22 EDT 2012,62,0.56,294.0,0,39.970868,-83.072445,Maybe-Segment,Speed-Up
T-5,542,Thu Jul 12 15:16:23 EDT 2012,62,0.0,294.0,0,39.970973,-83.072742,NULL,NULL
T-5,543,Thu Jul 12 15:16:24 EDT 2012,62,0.0,294.0,0,39.971078,-83.07304,NULL,NULL
T-5,544,Thu Jul 12 15:16:25 EDT 2012,62,0.0,294.0,0,39.971182,-83.073342,NULL,NULL
T-5,545,Thu Jul 12 15:16:26 EDT 2012,62,0.0,294.0,0,39.971287,-83.073642,NULL,NULL
T-5,546,Thu Jul 12 15:16:27 EDT 2012,62,0.0,294.0,0,39.971388,-83.073942,NULL,NULL
T-5,547,Thu Jul 12 15:16:28 EDT 2012,62,0.0,288.0,6,39.97149,-83.07424,NULL,NULL
T-5,548,Thu Jul 12 15:16:29 EDT 2012,62,0.0,288.0,0,39.971588,-83.074538,NULL,NULL
T-5,549,Thu Jul 12 15:16:30 EDT 2012,62,0.0,288.0,0,39.971685,-83.07484,NULL,NULL
T-5,550,Thu Jul 12 15:16:31 EDT 2012,62,0.0,288.0,0,39.971778,-83.075145,NULL,NULL
T-5,551,Thu Jul 12 15:16:32 EDT 2012,62,0.0,288.0,0,39.971862,-83.075463,NULL,NULL
T-5,552,Thu Jul 12 15:16:33 EDT 2012,63,0.56,288.0,0,39.97195,-83.075775,NULL,NULL
T-5,553,Thu Jul 12 15:16:34 EDT 2012,63,0.0,288.0,0,39.972038,-83.07609,NULL,NULL
T-5,554,Thu Jul 12 15:16:35 EDT 2012,63,0.0,288.0,0,39.972127,-83.076405,NULL,NULL
T-5,555,Thu Jul 12 15:16:36 EDT 2012,63,0.0,288.0,0,39.972215,-83.076722,NULL,NULL
T-5,556,Thu Jul 12 15:16:37 EDT 2012,65,0.56,288.0,0,39.9723,-83.077043,NULL,NULL
T-5,557,Thu Jul 12 15:16:38 EDT 2012,65,0.0,288.0,0,39.972385,-83.077365,NULL,NULL
T-5,558,Thu Jul 12 15:16:39 EDT 2012,63,-0.56,288.0,0,39.97247,-83.077688,NULL,NULL
T-5,559,Thu Jul 12 15:16:40 EDT 2012,62,-0.56,288.0,0,39.972552,-83.078007,NULL,NULL
T-5,560,Thu Jul 12 15:16:41 EDT 2012,61,-0.56,282.0,6,39.97263,-83.078322,NULL,NULL
T-5,561,Thu Jul 12 15:16:42 EDT 2012,62,0.56,282.0,0,39.972703,-83.078635,NULL,NULL
T-5,562,Thu Jul 12 15:16:43 EDT 2012,62,0.0,282.0,0,39.972778,-83.078947,NULL,NULL
T-5,563,Thu Jul 12 15:16:44 EDT 2012,63,0.56,282.0,0,39.97285,-83.079262,NULL,NULL
T-5,564,Thu Jul 12 15:16:45 EDT 2012,63,0.0,282.0,0,39.972922,-83.079582,NULL,NULL
T-5,565,Thu Jul 12 15:16:46 EDT 2012,63,0.0,282.0,0,39.972992,-83.079903,NULL,NULL
T-5,566,Thu Jul 12 15:16:47 EDT 2012,63,0.0,282.0,0,39.973058,-83.080225,NULL,NULL
T-5,567,Thu Jul 12 15:16:48 EDT 2012,63,0.0,282.0,0,39.973125,-83.080547,NULL,NULL
T-5,568,Thu Jul 12 15:16:49 EDT 2012,65,0.56,282.0,0,39.973188,-83.080872,NULL,NULL
T-5,569,Thu Jul 12 15:16:50 EDT 2012,65,0.0,282.0,0,39.973252,-83.0812,NULL,NULL
T-5,570,Thu Jul 12 15:16:51 EDT 2012,63,-0.56,282.0,0,39.973312,-83.081528,NULL,NULL
T-5,571,Thu Jul 12 15:16:52 EDT 2012,63,0.0,282.0,0,39.97337,-83.081857,NULL,NULL
T-5,572,Thu Jul 12 15:16:53 EDT 2012,63,0.0,282.0,0,39.973423,-83.082183,NULL,NULL
T-5,573,Thu Jul 12 15:16:54 EDT 2012,65,0.56,282.0,0,39.973477,-83.082512,NULL,NULL
T-5,574,Thu Jul 12 15:16:55 EDT 2012,65,0.0,276.0,6,39.97353,-83.082843,NULL,NULL
T-5,575,Thu Jul 12 15:16:56 EDT 2012,63,-0.56,276.0,0,39.973582,-83.083175,NULL,NULL
T-5,576,Thu Jul 12 15:16:57 EDT 2012,62,-0.56,276.0,0,39.97363,-83.083503,NULL,NULL
T-5,577,Thu Jul 12 15:16:58 EDT 2012,62,0.0,276.0,0,39.973675,-83.08383,NULL,NULL
T-5,578,Thu Jul 12 15:16:59 EDT 2012,63,0.56,276.0,0,39.973718,-83.084155,NULL,NULL
T-5,579,Thu Jul 12 15:17:00 EDT 2012,63,0.0,276.0,0,39.973762,-83.084487,NULL,NULL
T-5,580,Thu Jul 12 15:17:01 EDT 2012,65,0.56,276.0,0,39.973803,-83.08482,NULL,NULL
T-5,581,Thu Jul 12 15:17:02 EDT 2012,65,0.0,276.0,0,39.973843,-83.085157,NULL,NULL
T-5,582,Thu Jul 12 15:17:03 EDT 2012,65,0.0,276.0,0,39.973883,-83.085493,Maybe-Segment,Other
T-5,583,Thu Jul 12 15:17:04 EDT 2012,63,-0.56,276.0,0,39.973918,-83.085828,NULL,NULL
T-5,584,Thu Jul 12 15:17:05 EDT 2012,60,-1.67,276.0,0,39.97395,-83.086158,NULL,NULL
T-5,585,Thu Jul 12 15:17:06 EDT 2012,56,-1.67,276.0,0,39.973983,-83.086463,NULL,NULL
T-5,586,Thu Jul 12 15:17:07 EDT 2012,53,-1.11,276.0,0,39.974008,-83.086762,NULL,NULL
T-5,587,Thu Jul 12 15:17:08 EDT 2012,51,-1.11,276.0,0,39.974032,-83.087045,NULL,NULL
T-5,588,Thu Jul 12 15:17:09 EDT 2012,46,-2.22,270.0,6,39.974052,-83.087308,NULL,NULL
T-5,589,Thu Jul 12 15:17:10 EDT 2012,40,-2.78,270.0,0,39.974068,-83.087545,NULL,NULL
T-5,590,Thu Jul 12 15:17:11 EDT 2012,36,-1.67,270.0,0,39.974083,-83.087757,NULL,NULL
T-5,591,Thu Jul 12 15:17:12 EDT 2012,34,-1.11,270.0,0,39.974093,-83.08795,NULL,NULL
T-5,592,Thu Jul 12 15:17:13 EDT 2012,31,-1.11,270.0,0,39.974103,-83.088127,NULL,NULL
T-5,593,Thu Jul 12 15:17:14 EDT 2012,29,-1.11,270.0,0,39.974113,-83.088295,Segment,Smooth-Turn;Slow-Down
T-5,594,Thu Jul 12 15:17:15 EDT 2012,26,-1.11,270.0,0,39.974122,-83.088447,NULL,NULL
T-5,595,Thu Jul 12 15:17:16 EDT 2012,24,-1.11,270.0,0,39.974128,-83.088585,NULL,NULL
T-5,596,Thu Jul 12 15:17:17 EDT 2012,22,-0.56,270.0,0,39.974135,-83.088712,NULL,NULL
T-5,597,Thu Jul 12 15:17:18 EDT 2012,22,0.0,270.0,0,39.974138,-83.088832,Segment,Slow-Down
T-5,598,Thu Jul 12 15:17:19 EDT 2012,24,0.56,270.0,0,39.974143,-83.088952,NULL,NULL
T-5,599,Thu Jul 12 15:17:20 EDT 2012,26,1.11,270.0,0,39.974147,-83.089078,NULL,NULL
